Date,Open,High,Low,Close,Volume
2002-01-02,1148.0799560546875,1154.6700439453125,1136.22998046875,1154.6700439453125,1171000000
2002-01-03,1154.6700439453125,1165.27001953125,1154.010009765625,1165.27001953125,1398900000
2002-01-04,1165.27001953125,1176.550048828125,1163.4200439453125,1172.510009765625,1513000000
2002-01-07,1172.510009765625,1176.969970703125,1163.550048828125,1164.8900146484375,1308300000
2002-01-08,1164.8900146484375,1167.5999755859375,1157.4599609375,1160.7099609375,1258800000
2002-01-09,1160.7099609375,1174.260009765625,1151.8900146484375,1155.1400146484375,1452000000
2002-01-10,1155.1400146484375,1159.9300537109375,1150.8499755859375,1156.550048828125,1299000000
2002-01-11,1156.550048828125,1159.4100341796875,1145.449951171875,1145.5999755859375,1211900000
2002-01-14,1145.5999755859375,1145.5999755859375,1138.1500244140625,1138.4100341796875,1286400000
2002-01-15,1138.4100341796875,1148.81005859375,1136.8800048828125,1146.18994140625,1386900000
2002-01-16,1146.18994140625,1146.18994140625,1127.489990234375,1127.5699462890625,1482500000
2002-01-17,1127.5699462890625,1139.27001953125,1127.5699462890625,1138.8800048828125,1380100000
2002-01-18,1138.8800048828125,1138.8800048828125,1124.449951171875,1127.5799560546875,1333300000
2002-01-22,1127.5799560546875,1135.260009765625,1117.9100341796875,1119.31005859375,1311600000
2002-01-23,1119.31005859375,1131.93994140625,1117.4300537109375,1128.1800537109375,1479200000
2002-01-24,1128.1800537109375,1139.5,1128.1800537109375,1132.1500244140625,1552800000
2002-01-25,1132.1500244140625,1138.31005859375,1127.8199462890625,1133.280029296875,1345100000
2002-01-28,1133.280029296875,1138.6300048828125,1126.6600341796875,1133.06005859375,1186800000
2002-01-29,1133.06005859375,1137.469970703125,1098.739990234375,1100.6400146484375,1812000000
2002-01-30,1100.6400146484375,1113.7900390625,1081.6600341796875,1113.5699462890625,2019600000
2002-01-31,1113.5699462890625,1130.2099609375,1113.300048828125,1130.199951171875,1557000000
2002-02-01,1130.199951171875,1130.199951171875,1118.510009765625,1122.199951171875,1367200000
2002-02-04,1122.199951171875,1122.199951171875,1092.25,1094.43994140625,1437600000
2002-02-05,1094.43994140625,1100.9599609375,1082.5799560546875,1090.02001953125,1778300000
2002-02-06,1090.02001953125,1093.5799560546875,1077.780029296875,1083.510009765625,1665800000
2002-02-07,1083.510009765625,1094.030029296875,1078.43994140625,1080.1700439453125,1441600000
2002-02-08,1080.1700439453125,1096.300048828125,1079.9100341796875,1096.219970703125,1371900000
2002-02-11,1096.219970703125,1112.010009765625,1094.6800537109375,1111.93994140625,1159400000
2002-02-12,1111.93994140625,1112.6800537109375,1102.97998046875,1107.5,1094200000
2002-02-13,1107.5,1120.56005859375,1107.5,1118.510009765625,1215900000
2002-02-14,1118.510009765625,1124.719970703125,1112.300048828125,1116.47998046875,1272500000
2002-02-15,1116.47998046875,1117.0899658203125,1103.22998046875,1104.1800537109375,1359200000
2002-02-19,1104.1800537109375,1104.1800537109375,1082.239990234375,1083.3399658203125,1189900000
2002-02-20,1083.3399658203125,1098.3199462890625,1074.3599853515625,1097.97998046875,1438900000
2002-02-21,1097.97998046875,1101.5,1080.239990234375,1080.949951171875,1381600000
2002-02-22,1080.949951171875,1093.9300537109375,1074.3900146484375,1089.8399658203125,1411000000
2002-02-25,1089.8399658203125,1112.7099609375,1089.8399658203125,1109.4300537109375,1367400000
2002-02-26,1109.4300537109375,1115.050048828125,1101.719970703125,1109.3800048828125,1309200000
2002-02-27,1109.3800048828125,1123.06005859375,1102.260009765625,1109.8900146484375,1393800000
2002-02-28,1109.8900146484375,1121.5699462890625,1106.72998046875,1106.72998046875,1392200000
2002-03-01,1106.72998046875,1131.7900390625,1106.72998046875,1131.780029296875,1456500000
2002-03-04,1131.780029296875,1153.8399658203125,1130.9300537109375,1153.8399658203125,1594300000
2002-03-05,1153.8399658203125,1157.739990234375,1144.780029296875,1146.1400146484375,1549300000
2002-03-06,1146.1400146484375,1165.2900390625,1145.1099853515625,1162.77001953125,1541300000
2002-03-07,1162.77001953125,1167.93994140625,1150.68994140625,1157.5400390625,1517400000
2002-03-08,1157.5400390625,1172.760009765625,1157.5400390625,1164.31005859375,1412000000
2002-03-11,1164.31005859375,1173.030029296875,1159.5799560546875,1168.260009765625,1210200000
2002-03-12,1168.260009765625,1168.260009765625,1154.3399658203125,1165.5799560546875,1304400000
2002-03-13,1165.5799560546875,1165.5799560546875,1151.010009765625,1154.0899658203125,1354000000
2002-03-14,1154.0899658203125,1157.8299560546875,1151.0799560546875,1153.0400390625,1208800000
2002-03-15,1153.0400390625,1166.47998046875,1153.0400390625,1166.1600341796875,1493900000
2002-03-18,1166.1600341796875,1172.72998046875,1159.1400146484375,1165.550048828125,1169500000
2002-03-19,1165.550048828125,1173.93994140625,1165.550048828125,1170.2900390625,1255000000
2002-03-20,1170.2900390625,1170.2900390625,1151.6099853515625,1151.8499755859375,1304900000
2002-03-21,1151.8499755859375,1155.0999755859375,1139.47998046875,1153.5899658203125,1339200000
2002-03-22,1153.5899658203125,1156.489990234375,1144.5999755859375,1148.699951171875,1243300000
2002-03-25,1148.699951171875,1151.0400390625,1131.8699951171875,1131.8699951171875,1057900000
2002-03-26,1131.8699951171875,1147.0,1131.6099853515625,1138.489990234375,1223600000
2002-03-27,1138.489990234375,1146.949951171875,1135.3299560546875,1144.5799560546875,1180100000
2002-03-28,1144.5799560546875,1154.449951171875,1144.5799560546875,1147.3900146484375,1147600000
2002-04-01,1147.3900146484375,1147.8399658203125,1132.8699951171875,1146.5400390625,1050900000
2002-04-02,1146.5400390625,1146.5400390625,1135.7099609375,1136.760009765625,1176700000
2002-04-03,1136.760009765625,1138.8499755859375,1119.6800537109375,1125.4000244140625,1219700000
2002-04-04,1125.4000244140625,1130.449951171875,1120.06005859375,1126.3399658203125,1283800000
2002-04-05,1126.3399658203125,1133.31005859375,1119.489990234375,1122.72998046875,1110200000
